Record_ID,Collection_Date,Zone,Area,Waste_Type,Waste_Collected_KG,Recyclable_KG,Collection_Status,Collection_Delay_Min,Distance_KM,Workers_Count,Disposal_Method,Disposal_Cost,Complaint_Count,Recycling_Rate_Pct,Cost_per_KG,Month,Year
WM107963,2023-01-14,East,Orchid Nagar,Plastic,39.5,25.0,Completed,0,8.0,2,Recycling,125.56,2,63.29,3.18,2023-01,2023
WM107964,2024-01-11,East,Orchid Nagar,Plastic,41.8,24.3,Completed,0,5.0,5,Recycling,176.95,0,58.13,4.23,2024-01,2024
WM107965,2023-04-30,North,Northgate,Plastic,33.4,16.7,Completed,0,7.8,2,Waste-to-Energy,135.73,0,50.0,4.06,2023-04,2023
WM107966,2023-11-10,South,Palm Residency,Plastic,43.8,21.2,Delayed,29,5.2,3,Recycling,146.73,1,48.4,3.35,2023-11,2023
WM107967,2023-12-14,North,Silver Hills,Paper,21.3,11.5,Delayed,24,8.3,3,Recycling,64.05,0,53.99,3.01,2023-12,2023
WM107968,2023-02-15,East,Maple Court,Mixed Waste,44.3,4.5,Completed,0,13.1,3,Waste-to-Energy,180.41,0,10.16,4.07,2023-02,2023
WM107969,2023-12-12,Central,Market District,Mixed Waste,42.0,8.5,Completed,0,9.5,2,Landfill,64.9,0,20.24,1.55,2023-12,2023
WM107970,2024-04-13,Central,Downtown Core,Organic,64.5,7.6,Completed,0,10.2,5,Waste-to-Energy,254.43,0,11.78,3.94,2024-04,2024
WM107971,2024-01-17,West,Westfield,Organic,61.5,1.3,Completed,0,7.8,3,Composting,133.95,2,2.11,2.18,2024-01,2024
WM107972,2024-09-13,North,Northgate,Organic,74.4,0.7,Missed,75,10.6,4,Waste-to-Energy,247.82,4,0.94,3.33,2024-09,2024
WM107973,2024-01-06,Central,Downtown Core,Glass,32.3,21.6,Completed,0,11.3,2,Recycling,72.79,0,66.87,2.25,2024-01,2024
WM107974,2024-04-03,East,Riverside East,Metal,15.6,10.9,Completed,0,9.7,2,Waste-to-Energy,49.57,0,69.87,3.18,2024-04,2024
WM107975,2023-08-07,North,Pine Valley,Plastic,41.7,23.5,Completed,0,12.6,3,Recycling,121.13,0,56.35,2.9,2023-08,2023
WM107976,2023-05-01,Central,Central Square,Organic,63.4,2.9,Completed,0,13.1,4,Composting,153.16,0,4.57,2.42,2023-05,2023
WM107977,2023-10-16,West,Hilltop West,Organic,66.1,7.4,Completed,0,14.6,3,Composting,132.34,0,11.2,2.0,2023-10,2023
WM107978,2024-05-26,West,Westfield,Organic,85.7,9.2,Completed,0,6.4,4,Composting,221.13,0,10.74,2.58,2024-05,2024
WM107979,2024-07-11,West,Cedar Town,Organic,80.6,11.7,Completed,0,11.2,5,Composting,153.41,0,14.52,1.9,2024-07,2024
WM107980,2023-12-04,North,Northgate,Organic,81.5,7.8,Completed,0,26.9,4,Composting,156.7,0,9.57,1.92,2023-12,2023
WM107981,2024-01-16,North,Northgate,Paper,32.1,21.1,Delayed,43,3.0,2,Recycling,108.74,3,65.73,3.39,2024-01,2024
WM107982,2024-05-20,West,Westfield,Organic,120.2,12.7,Completed,0,5.3,6,Landfill,183.65,0,10.57,1.53,2024-05,2024
WM107983,2024-07-19,North,Northgate,Plastic,30.5,16.6,Missed,82,11.7,2,Waste-to-Energy,98.41,4,54.43,3.23,2024-07,2024
WM107984,2024-01-23,East,Riverside East,Plastic,40.4,22.8,Completed,0,4.1,4,Recycling,111.46,0,56.44,2.76,2024-01,2024
WM107985,2024-07-19,Central,Central Square,Plastic,28.8,17.2,Completed,0,4.2,2,Recycling,95.66,1,59.72,3.32,2024-07,2024
WM107986,2023-01-04,Central,Market District,Plastic,31.3,19.2,Delayed,11,4.1,2,Recycling,111.6,2,61.34,3.57,2023-01,2023
WM107987,2024-08-14,East,Eastwood,Plastic,23.1,13.9,Completed,0,8.7,4,Waste-to-Energy,104.07,0,60.17,4.51,2024-08,2024
WM107988,2023-07-20,Central,Market District,Glass,28.8,24.6,Completed,0,17.9,2,Waste-to-Energy,124.26,0,85.42,4.31,2023-07,2023
WM107989,2023-07-21,Central,Downtown Core,Metal,14.6,10.7,Delayed,60,8.4,2,Recycling,52.25,1,73.29,3.58,2023-07,2023
WM107990,2023-09-13,West,West End,Organic,62.9,6.1,Completed,0,8.8,5,Composting,112.52,0,9.7,1.79,2023-09,2023
WM107991,2023-07-18,South,Green Meadows,Plastic,18.4,8.8,Delayed,77,7.5,2,Recycling,54.27,2,47.83,2.95,2023-07,2023
WM107992,2023-03-14,South,Palm Residency,Paper,26.9,15.2,Completed,0,5.8,2,Waste-to-Energy,110.15,0,56.51,4.09,2023-03,2023
WM107993,2024-11-18,South,Southport,Plastic,23.7,11.1,Completed,0,7.0,3,Landfill,36.8,0,46.84,1.55,2024-11,2024
WM107994,2023-08-07,North,Lakeview North,Organic,109.1,3.1,Completed,0,10.8,6,Composting,184.37,0,2.84,1.69,2023-08,2023
WM107995,2024-03-08,South,Green Meadows,Plastic,20.8,10.8,Delayed,31,9.7,2,Recycling,87.55,0,51.92,4.21,2024-03,2024
WM107996,2024-02-11,North,Lakeview North,Organic,57.3,6.9,Completed,0,12.3,4,Composting,113.51,0,12.04,1.98,2024-02,2024
WM107997,2023-04-03,East,Eastwood,Plastic,32.2,17.3,Completed,0,5.2,4,Recycling,109.77,1,53.73,3.41,2023-04,2023
WM107998,2024-10-25,Central,City Center,Plastic,37.5,23.5,Completed,0,14.0,2,Recycling,97.72,0,62.67,2.61,2024-10,2024
WM107999,2023-03-21,North,Pine Valley,Glass,25.4,18.4,Completed,0,4.2,2,Recycling,106.57,0,72.44,4.2,2023-03,2023
WM108000,2023-07-27,West,Hilltop West,Plastic,42.8,22.8,Completed,0,6.2,4,Landfill,66.54,0,53.27,1.55,2023-07,2023
WM108001,2023-04-02,West,Westfield,Organic,88.6,6.2,Delayed,10,12.2,6,Composting,180.94,2,7.0,2.04,2023-04,2023
WM108002,2024-06-15,North,Rosewood Park,Paper,25.9,14.0,Delayed,81,8.9,4,Recycling,84.11,3,54.05,3.25,2024-06,2024
WM108003,2023-02-22,Central,City Center,Glass,40.2,28.9,Completed,0,6.8,3,Waste-to-Energy,183.93,0,71.89,4.58,2023-02,2023
WM108004,2023-03-24,East,Maple Court,Organic,63.1,0.6,Completed,0,3.6,4,Composting,131.0,0,0.95,2.08,2023-03,2023
WM108005,2023-03-15,South,Sunset Colony,Organic,58.4,0.6,Completed,0,4.2,4,Composting,126.33,0,1.03,2.16,2023-03,2023
WM108006,2024-02-14,West,Golden West,Organic,67.4,7.5,Missed,52,3.8,6,Waste-to-Energy,235.11,2,11.13,3.49,2024-02,2024
WM108007,2024-03-19,South,Green Meadows,Organic,47.4,0.7,Completed,0,5.1,3,Composting,99.03,0,1.48,2.09,2024-03,2024
WM108008,2023-05-10,West,Westfield,Mixed Waste,68.9,9.5,Missed,90,11.3,4,Waste-to-Energy,210.08,1,13.79,3.05,2023-05,2023
WM108009,2023-07-03,North,Rosewood Park,Organic,102.6,7.0,Completed,0,6.1,4,Landfill,191.31,0,6.82,1.86,2023-07,2023
WM108010,2024-07-31,Central,Central Square,Mixed Waste,57.7,14.7,Delayed,21,12.3,3,Landfill,96.52,2,25.48,1.67,2024-07,2024
WM108011,2024-10-26,East,Riverside East,Plastic,27.9,15.4,Completed,0,2.5,3,Recycling,74.32,0,55.2,2.66,2024-10,2024
WM108012,2023-12-31,West,Golden West,Paper,27.7,17.2,Delayed,67,5.9,2,Recycling,88.93,0,62.09,3.21,2023-12,2023
WM108013,2023-07-15,South,Southport,Plastic,42.0,21.1,Delayed,35,2.3,4,Recycling,102.9,4,50.24,2.45,2023-07,2023
WM108014,2023-01-15,West,Westfield,Paper,23.4,14.7,Completed,0,11.3,2,Recycling,77.6,0,62.82,3.32,2023-01,2023
WM108015,2023-07-29,West,Westfield,Paper,41.9,27.5,Completed,0,14.3,3,Waste-to-Energy,172.85,1,65.63,4.13,2023-07,2023
WM108016,2023-05-15,East,Orchid Nagar,Plastic,32.9,19.2,Completed,0,7.9,2,Recycling,100.21,0,58.36,3.05,2023-05,2023
WM108017,2024-01-19,West,Hilltop West,Organic,90.2,2.0,Completed,0,3.8,5,Composting,192.22,0,2.22,2.13,2024-01,2024
WM108018,2024-04-19,East,Eastwood,Mixed Waste,47.4,5.8,Delayed,87,5.9,3,Landfill,74.31,2,12.24,1.57,2024-04,2024
WM108019,2024-08-16,Central,City Center,Mixed Waste,56.4,6.7,Completed,0,17.9,5,Landfill,93.83,0,11.88,1.66,2024-08,2024
WM108020,2024-08-05,East,East Ridge,Organic,42.9,0.4,Completed,0,17.8,3,Composting,93.19,1,0.93,2.17,2024-08,2024
WM108021,2024-05-18,Central,Downtown Core,Organic,36.0,4.5,Completed,0,12.2,2,Composting,78.57,0,12.5,2.18,2024-05,2024
WM108022,2024-04-21,Central,City Center,Paper,27.7,17.1,Completed,0,1.8,5,Recycling,71.46,0,61.73,2.58,2024-04,2024
WM108023,2023-10-24,South,Southport,Mixed Waste,41.8,2.6,Completed,0,2.2,4,Landfill,67.45,1,6.22,1.61,2023-10,2023
WM108024,2024-01-17,South,Palm Residency,Glass,49.9,32.4,Missed,64,12.9,4,Recycling,202.48,3,64.93,4.06,2024-01,2024
WM108025,2024-03-19,South,Southport,Metal,16.7,11.6,Completed,0,2.6,2,Recycling,47.59,0,69.46,2.85,2024-03,2024
WM108026,2024-11-14,Central,Central Square,Organic,55.4,5.9,Missed,114,9.6,5,Composting,102.88,2,10.65,1.86,2024-11,2024
WM108027,2023-05-03,South,Harbor South,Organic,80.0,1.0,Completed,0,5.6,4,Composting,147.59,0,1.25,1.84,2023-05,2023
WM108028,2023-10-16,East,Riverside East,Organic,53.7,0.5,Completed,0,4.4,5,Composting,119.81,0,0.93,2.23,2023-10,2023
WM108029,2023-07-29,Central,City Center,Plastic,34.5,20.4,Completed,0,7.9,3,Recycling,126.84,0,59.13,3.68,2023-07,2023
WM108030,2024-05-08,South,Southport,Mixed Waste,25.7,1.6,Completed,0,5.5,4,Landfill,46.11,0,6.23,1.79,2024-05,2024
WM108031,2024-07-29,West,West End,Organic,91.1,6.5,Completed,0,7.0,5,Composting,166.99,0,7.14,1.83,2024-07,2024
WM108032,2024-01-25,South,Sunset Colony,Paper,21.5,12.2,Completed,0,5.5,2,Recycling,82.74,0,56.74,3.85,2024-01,2024
WM108033,2023-03-04,North,Northgate,Metal,26.9,18.1,Completed,0,5.8,2,Recycling,87.72,0,67.29,3.26,2023-03,2023
WM108034,2024-02-13,Central,Market District,Plastic,39.7,24.1,Completed,0,10.0,3,Recycling,114.49,0,60.71,2.88,2024-02,2024
WM108035,2024-06-03,North,Pine Valley,Plastic,23.1,13.1,Completed,0,6.0,3,Recycling,71.81,0,56.71,3.11,2024-06,2024
WM108036,2023-09-02,South,Sunset Colony,Plastic,30.6,18.0,Completed,0,13.6,4,Recycling,103.12,1,58.82,3.37,2023-09,2023
WM108037,2023-06-14,Central,Market District,Paper,19.8,11.1,Completed,0,10.5,2,Landfill,30.17,0,56.06,1.52,2023-06,2023
WM108038,2023-04-03,South,Sunset Colony,Metal,16.6,12.1,Completed,0,4.9,3,Recycling,61.6,0,72.89,3.71,2023-04,2023
WM108039,2023-10-11,Central,Market District,Mixed Waste,41.6,10.0,Completed,0,10.4,4,Landfill,68.95,0,24.04,1.66,2023-10,2023
WM108040,2024-12-11,Central,Market District,Mixed Waste,45.9,9.1,Completed,0,8.1,4,Recycling,137.34,1,19.83,2.99,2024-12,2024
WM108041,2023-05-04,South,Harbor South,Plastic,41.7,20.8,Delayed,64,4.6,2,Recycling,133.16,0,49.88,3.19,2023-05,2023
WM108042,2024-07-20,North,Silver Hills,Organic,36.3,0.4,Completed,0,4.7,2,Composting,87.61,0,1.1,2.41,2024-07,2024
WM108043,2023-07-09,West,Westfield,Organic,87.4,10.0,Completed,0,8.5,5,Composting,175.47,0,11.44,2.01,2023-07,2023
WM108044,2024-10-16,East,Orchid Nagar,Organic,108.6,2.5,Completed,0,15.7,5,Composting,183.98,0,2.3,1.69,2024-10,2024
WM108045,2023-11-13,North,Pine Valley,Plastic,27.6,13.4,Missed,67,11.2,4,Recycling,80.41,1,48.55,2.91,2023-11,2023
WM108046,2024-08-31,West,Golden West,Plastic,39.7,25.1,Completed,0,7.2,2,Recycling,126.08,0,63.22,3.18,2024-08,2024
WM108047,2023-07-16,North,Northgate,Metal,27.7,22.7,Completed,0,2.4,2,Waste-to-Energy,115.32,1,81.95,4.16,2023-07,2023
WM108048,2023-10-12,Central,City Center,Organic,80.3,13.6,Completed,0,11.1,5,Composting,168.59,1,16.94,2.1,2023-10,2023
WM108049,2024-08-15,North,Silver Hills,Organic,52.1,2.1,Completed,0,7.3,3,Composting,91.06,0,4.03,1.75,2024-08,2024
WM108050,2023-04-19,North,Rosewood Park,Plastic,33.5,17.5,Completed,0,8.0,2,Landfill,50.8,0,52.24,1.52,2023-04,2023
WM108051,2023-07-28,North,Pine Valley,Metal,18.0,11.0,Completed,0,9.8,2,Recycling,58.44,0,61.11,3.25,2023-07,2023
WM108052,2023-04-25,Central,Market District,Organic,67.6,8.5,Completed,0,10.9,4,Composting,118.33,0,12.57,1.75,2023-04,2023
WM108053,2024-05-20,West,West End,Organic,106.0,10.7,Completed,0,2.5,4,Composting,204.93,0,10.09,1.93,2024-05,2024
WM108054,2023-11-27,Central,Market District,Paper,16.8,11.0,Completed,0,11.9,3,Waste-to-Energy,58.58,0,65.48,3.49,2023-11,2023
WM108055,2023-07-23,South,Palm Residency,Plastic,35.9,17.2,Completed,0,6.9,4,Recycling,100.94,0,47.91,2.81,2023-07,2023
WM108056,2024-12-13,South,Sunset Colony,Mixed Waste,36.6,2.5,Completed,0,6.5,4,Landfill,67.85,0,6.83,1.85,2024-12,2024
WM108057,2024-10-28,South,Sunset Colony,Plastic,19.9,9.7,Completed,0,16.4,3,Landfill,32.74,0,48.74,1.65,2024-10,2024
WM108058,2023-11-11,East,East Ridge,Mixed Waste,61.1,9.9,Delayed,41,6.9,4,Waste-to-Energy,264.69,2,16.2,4.33,2023-11,2023
WM108059,2023-09-22,East,Maple Court,Mixed Waste,39.8,4.8,Completed,0,7.7,2,Landfill,60.33,1,12.06,1.52,2023-09,2023
WM108060,2023-10-16,West,Westfield,Organic,69.4,5.5,Completed,0,5.5,4,Landfill,98.98,0,7.93,1.43,2023-10,2023
WM108061,2024-08-04,South,Green Meadows,Plastic,29.1,14.0,Completed,0,9.5,3,Landfill,41.66,0,48.11,1.43,2024-08,2024
WM108062,2024-11-21,Central,Market District,Plastic,28.1,16.3,Completed,0,18.6,4,Landfill,46.06,0,58.01,1.64,2024-11,2024
WM108063,2024-04-25,North,Northgate,Plastic,39.2,23.3,Completed,0,4.5,4,Recycling,106.15,0,59.44,2.71,2024-04,2024
WM108064,2024-11-10,Central,Central Square,Organic,67.1,5.3,Completed,0,4.5,4,Landfill,122.58,0,7.9,1.83,2024-11,2024
WM108065,2023-01-06,North,Lakeview North,Metal,32.0,19.2,Completed,0,5.4,3,Recycling,117.43,0,60.0,3.67,2023-01,2023
WM108066,2024-10-05,East,Riverside East,Organic,77.6,0.8,Completed,0,14.2,5,Landfill,95.34,0,1.03,1.23,2024-10,2024
WM108067,2023-05-21,South,Sunset Colony,Mixed Waste,36.1,2.5,Completed,0,6.8,3,Waste-to-Energy,132.79,0,6.93,3.68,2023-05,2023
WM108068,2023-10-09,East,Riverside East,Paper,25.4,15.4,Completed,0,6.0,3,Recycling,78.87,1,60.63,3.11,2023-10,2023
WM108069,2023-10-17,East,Eastwood,Plastic,38.6,21.0,Completed,0,3.1,4,Recycling,134.83,0,54.4,3.49,2023-10,2023
WM108070,2023-07-24,East,Orchid Nagar,Paper,40.8,22.0,Completed,0,6.3,4,Recycling,115.71,0,53.92,2.84,2023-07,2023
WM108071,2024-11-23,South,Harbor South,Mixed Waste,80.3,11.6,Completed,0,5.3,4,Recycling,242.72,0,14.45,3.02,2024-11,2024
WM108072,2024-07-12,West,Cedar Town,Organic,120.3,11.8,Completed,0,8.9,3,Composting,219.71,2,9.81,1.83,2024-07,2024
WM108073,2023-11-28,West,Cedar Town,Organic,84.2,6.1,Completed,0,4.0,6,Composting,168.74,0,7.24,2.0,2023-11,2023
WM108074,2024-10-09,Central,Downtown Core,Plastic,25.4,16.3,Completed,0,2.1,3,Waste-to-Energy,95.26,0,64.17,3.75,2024-10,2024
WM108075,2024-02-07,South,Green Meadows,Plastic,19.3,8.5,Completed,0,11.1,2,Waste-to-Energy,75.44,0,44.04,3.91,2024-02,2024
WM108076,2023-08-21,East,East Ridge,Organic,84.8,0.8,Completed,0,5.9,5,Composting,162.43,1,0.94,1.92,2023-08,2023
WM108077,2024-12-14,East,Orchid Nagar,Paper,39.9,22.7,Completed,0,8.7,3,Recycling,123.64,0,56.89,3.1,2024-12,2024
WM108078,2023-02-01,South,Green Meadows,Plastic,28.5,13.2,Completed,0,7.9,3,Recycling,125.1,0,46.32,4.39,2023-02,2023
WM108079,2023-07-11,East,Maple Court,Plastic,32.5,16.7,Completed,0,6.4,2,Landfill,54.33,0,51.38,1.67,2023-07,2023
WM108080,2024-02-11,South,Harbor South,Organic,70.1,0.7,Completed,0,3.1,4,Landfill,101.77,0,1.0,1.45,2024-02,2024
WM108081,2024-08-25,North,Pine Valley,Metal,13.8,9.2,Completed,0,9.5,3,Recycling,50.7,0,66.67,3.67,2024-08,2024
WM108082,2024-08-05,North,Lakeview North,Plastic,41.3,23.6,Completed,0,13.8,5,Recycling,114.64,0,57.14,2.78,2024-08,2024
WM108083,2023-10-25,North,Rosewood Park,Paper,22.8,12.5,Completed,0,5.0,3,Landfill,41.73,0,54.82,1.83,2023-10,2023
WM108084,2023-02-04,West,Hilltop West,Organic,73.8,6.8,Completed,0,10.8,3,Landfill,101.27,1,9.21,1.37,2023-02,2023
WM108085,2023-08-08,West,West End,Metal,21.8,14.7,Completed,0,3.7,2,Landfill,38.74,0,67.43,1.78,2023-08,2023
WM108086,2024-12-11,Central,Market District,Organic,53.4,9.8,Completed,0,1.9,4,Landfill,80.46,0,18.35,1.51,2024-12,2024
WM108087,2024-09-09,West,Hilltop West,Mixed Waste,67.8,12.7,Delayed,43,8.8,3,Landfill,111.92,0,18.73,1.65,2024-09,2024
WM108088,2023-11-28,North,Lakeview North,Plastic,32.7,16.1,Completed,0,1.5,2,Recycling,109.47,0,49.24,3.35,2023-11,2023
WM108089,2023-02-21,Central,City Center,Organic,80.7,7.1,Completed,0,2.5,3,Composting,143.13,0,8.8,1.77,2023-02,2023
WM108090,2023-01-17,Central,Central Square,Paper,22.8,13.2,Completed,0,9.9,3,Landfill,36.83,0,57.89,1.62,2023-01,2023
WM108091,2023-01-09,East,Eastwood,Paper,25.3,14.2,Missed,147,5.5,3,Recycling,84.61,4,56.13,3.34,2023-01,2023
WM108092,2023-06-29,East,Orchid Nagar,Plastic,45.3,26.3,Completed,0,15.4,3,Recycling,128.2,0,58.06,2.83,2023-06,2023
WM108093,2023-01-03,Central,Market District,Metal,16.2,11.9,Completed,0,9.9,4,Recycling,41.93,3,73.46,2.59,2023-01,2023
WM108094,2023-10-05,East,Riverside East,Plastic,37.0,20.3,Delayed,56,5.1,2,Recycling,128.01,2,54.86,3.46,2023-10,2023
WM108095,2024-11-24,Central,Downtown Core,Organic,61.1,3.2,Completed,0,9.1,4,Landfill,111.04,1,5.24,1.82,2024-11,2024
WM108096,2023-06-16,North,Rosewood Park,Organic,82.2,4.4,Delayed,64,9.5,4,Landfill,160.14,0,5.35,1.95,2023-06,2023
WM108097,2023-09-08,North,Northgate,Mixed Waste,50.9,5.9,Completed,0,13.4,3,Waste-to-Energy,194.07,0,11.59,3.81,2023-09,2023
WM108098,2023-10-01,East,Maple Court,Plastic,29.4,14.1,Completed,0,5.9,2,Recycling,96.08,0,47.96,3.27,2023-10,2023
WM108099,2024-08-15,East,Riverside East,Paper,24.6,14.3,Completed,0,8.8,3,Recycling,81.68,0,58.13,3.32,2024-08,2024
WM108100,2023-01-27,Central,Central Square,Organic,53.3,6.2,Delayed,46,16.5,4,Composting,114.33,1,11.63,2.15,2023-01,2023
WM108101,2023-04-28,Central,Market District,Plastic,19.5,13.2,Completed,0,6.9,3,Recycling,60.11,0,67.69,3.08,2023-04,2023
WM108102,2023-12-18,South,Green Meadows,Plastic,18.0,11.1,Completed,0,5.6,3,Landfill,23.38,0,61.67,1.3,2023-12,2023
WM108103,2023-07-14,North,Lakeview North,Plastic,30.5,17.2,Completed,0,3.6,3,Landfill,37.9,0,56.39,1.24,2023-07,2023
WM108104,2024-10-14,Central,Market District,Mixed Waste,38.9,8.1,Completed,0,3.6,3,Landfill,60.73,0,20.82,1.56,2024-10,2024
WM108105,2023-09-30,East,Riverside East,Paper,31.3,18.2,Completed,0,6.9,5,Recycling,90.02,0,58.15,2.88,2023-09,2023
WM108106,2023-11-13,North,Lakeview North,Mixed Waste,63.2,9.0,Completed,0,8.7,3,Waste-to-Energy,250.7,0,14.24,3.97,2023-11,2023
WM108107,2024-02-06,East,East Ridge,Organic,87.3,4.0,Missed,115,14.7,4,Composting,190.94,2,4.58,2.19,2024-02,2024
WM108108,2024-06-12,West,Hilltop West,Mixed Waste,57.6,13.8,Missed,72,9.0,3,Waste-to-Energy,220.39,0,23.96,3.83,2024-06,2024
WM108109,2024-11-26,West,Cedar Town,Paper,32.3,22.1,Completed,0,6.5,2,Recycling,107.23,0,68.42,3.32,2024-11,2024
WM108110,2023-02-17,East,Maple Court,Organic,66.4,6.3,Completed,0,7.2,3,Composting,155.04,0,9.49,2.33,2023-02,2023
WM108111,2023-01-16,South,Palm Residency,Glass,34.6,18.4,Completed,0,7.9,3,Landfill,50.49,1,53.18,1.46,2023-01,2023
WM108112,2024-04-14,Central,Market District,Paper,15.0,9.9,Completed,0,2.6,3,Recycling,55.42,0,66.0,3.69,2024-04,2024
WM108113,2024-12-05,West,Cedar Town,Paper,31.8,18.6,Completed,0,8.7,4,Recycling,108.67,0,58.49,3.42,2024-12,2024
WM108114,2023-10-10,South,Palm Residency,Organic,95.2,3.9,Completed,0,5.3,4,Waste-to-Energy,453.34,0,4.1,4.76,2023-10,2023
WM108115,2023-01-14,South,Harbor South,Paper,28.1,16.2,Completed,0,7.2,3,Landfill,41.58,0,57.65,1.48,2023-01,2023
WM108116,2023-12-14,West,Cedar Town,Organic,81.5,5.8,Completed,0,13.2,5,Composting,166.4,0,7.12,2.04,2023-12,2023
WM108117,2024-01-02,South,Harbor South,Plastic,41.8,21.5,Completed,0,7.0,4,Landfill,65.29,1,51.44,1.56,2024-01,2024
WM108118,2023-08-16,North,Pine Valley,Mixed Waste,31.0,1.4,Completed,0,5.8,2,Recycling,100.41,1,4.52,3.24,2023-08,2023
WM108119,2024-09-19,East,Eastwood,Organic,75.2,0.8,Completed,0,7.9,5,Composting,173.07,0,1.06,2.3,2024-09,2024
WM108120,2024-01-08,South,Southport,Mixed Waste,29.6,0.3,Completed,0,3.3,3,Landfill,42.83,1,1.01,1.45,2024-01,2024
WM108121,2024-06-24,West,Cedar Town,Plastic,44.5,27.3,Completed,0,11.4,4,Recycling,119.44,1,61.35,2.68,2024-06,2024
WM108122,2024-06-23,North,Northgate,Organic,88.8,0.9,Delayed,60,8.8,5,Composting,198.46,2,1.01,2.23,2024-06,2024
WM108123,2024-02-09,West,Golden West,Metal,17.8,12.9,Delayed,62,7.3,3,Recycling,56.7,1,72.47,3.19,2024-02,2024
WM108124,2024-02-12,South,Harbor South,Paper,39.7,20.4,Completed,0,4.6,3,Recycling,150.25,0,51.39,3.78,2024-02,2024
WM108125,2024-07-11,North,Silver Hills,Plastic,27.8,13.7,Missed,115,11.2,2,Recycling,73.36,0,49.28,2.64,2024-07,2024
WM108126,2023-03-01,North,Pine Valley,Organic,42.9,0.4,Missed,108,6.8,3,Waste-to-Energy,171.93,1,0.93,4.01,2023-03,2023
WM108127,2024-10-21,Central,City Center,Plastic,37.6,21.6,Completed,0,5.9,3,Recycling,126.19,1,57.45,3.36,2024-10,2024
WM108128,2023-02-21,Central,Downtown Core,Organic,59.0,3.4,Missed,58,11.6,3,Composting,126.17,5,5.76,2.14,2023-02,2023
WM108129,2023-05-30,South,Green Meadows,Metal,14.4,8.4,Completed,0,10.0,2,Recycling,38.17,1,58.33,2.65,2023-05,2023
WM108130,2024-10-17,West,Golden West,Organic,45.9,4.9,Completed,0,9.8,3,Composting,103.44,0,10.68,2.25,2024-10,2024
WM108131,2024-10-22,East,Orchid Nagar,Metal,28.4,17.9,Completed,0,7.1,3,Landfill,41.21,0,63.03,1.45,2024-10,2024
WM108132,2023-06-21,Central,Downtown Core,Glass,23.5,16.3,Delayed,47,9.6,3,Landfill,39.11,0,69.36,1.66,2023-06,2023
WM108133,2023-11-14,South,Harbor South,Mixed Waste,44.6,4.4,Missed,181,15.5,4,Waste-to-Energy,195.07,0,9.87,4.37,2023-11,2023
WM108134,2024-10-22,West,West End,Organic,78.6,6.7,Completed,0,2.7,5,Landfill,135.54,0,8.52,1.72,2024-10,2024
WM108135,2024-09-07,North,Silver Hills,Plastic,24.6,13.2,Completed,0,6.4,3,Waste-to-Energy,93.62,1,53.66,3.81,2024-09,2024
WM108136,2024-05-03,South,Green Meadows,Paper,16.9,8.0,Completed,0,12.3,2,Recycling,51.14,0,47.34,3.03,2024-05,2024
WM108137,2024-10-12,Central,City Center,Mixed Waste,68.2,13.5,Completed,0,3.1,3,Landfill,107.53,0,19.79,1.58,2024-10,2024
WM108138,2024-09-23,East,East Ridge,Organic,82.3,0.8,Completed,0,10.6,2,Composting,161.09,1,0.97,1.96,2024-09,2024
WM108139,2024-07-02,South,Sunset Colony,Mixed Waste,29.7,0.4,Completed,0,6.2,3,Recycling,108.71,0,1.35,3.66,2024-07,2024
WM108140,2024-11-14,North,Northgate,Organic,49.5,0.5,Missed,72,5.5,3,Composting,107.71,4,1.01,2.18,2024-11,2024
WM108141,2023-05-04,West,Golden West,Plastic,36.8,21.4,Completed,0,8.7,3,Recycling,106.18,0,58.15,2.89,2023-05,2023
WM108142,2023-10-05,West,Cedar Town,Organic,85.1,3.2,Completed,0,12.1,5,Composting,157.23,0,3.76,1.85,2023-10,2023
WM108143,2023-07-31,South,Palm Residency,Organic,102.5,2.8,Completed,0,5.1,6,Composting,191.72,0,2.73,1.87,2023-07,2023
WM108144,2024-12-06,Central,City Center,Glass,46.4,34.0,Completed,0,3.4,5,Waste-to-Energy,185.58,0,73.28,4.0,2024-12,2024
WM108145,2024-03-02,North,Lakeview North,Organic,97.6,1.0,Completed,0,3.7,6,Composting,178.65,0,1.02,1.83,2024-03,2024
WM108146,2024-04-03,South,Southport,Paper,19.7,12.1,Completed,0,10.8,2,Recycling,52.92,0,61.42,2.69,2024-04,2024
WM108147,2024-06-16,Central,Central Square,Organic,55.6,12.4,Completed,0,3.9,4,Composting,122.91,0,22.3,2.21,2024-06,2024
WM108148,2024-10-18,South,Sunset Colony,Metal,15.1,9.6,Completed,0,4.7,3,Recycling,47.86,0,63.58,3.17,2024-10,2024
WM108149,2023-10-19,South,Palm Residency,Metal,23.0,13.6,Delayed,55,16.6,2,Recycling,70.13,0,59.13,3.05,2023-10,2023
WM108150,2023-05-22,East,Maple Court,Glass,30.1,19.5,Completed,0,11.7,2,Recycling,102.96,0,64.78,3.42,2023-05,2023
WM108151,2024-11-07,Central,Market District,Glass,26.7,18.9,Delayed,51,4.5,4,Landfill,55.54,1,70.79,2.08,2024-11,2024
WM108152,2024-01-23,North,Pine Valley,Paper,22.6,13.6,Completed,0,3.0,3,Recycling,60.53,0,60.18,2.68,2024-01,2024
WM108153,2024-10-07,Central,City Center,Plastic,36.6,19.8,Completed,0,7.1,4,Recycling,133.65,0,54.1,3.65,2024-10,2024
